tableField,table_name,Object,Object Label,Object Plural,column_name,Field Name,Field Label,Type,Length,Decimal Places,Reference To,Relationship Name,Relationship Label,Required,External Id,Unique,Track Field History
ApplicationFieldDropdownOptions.CreateDate,ApplicationFieldDropdownOptions,ApplicationFieldDropdownOption__c,Application Field Dropdown Option,Application Field Dropdown Options,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
ApplicationFieldDropdownOptions.CreateUserId,ApplicationFieldDropdownOptions,ApplicationFieldDropdownOption__c,Application Field Dropdown Option,Application Field Dropdown Options,CreateUserId,CreateUserId__c,Create User Id,Number,10,0,,,,,,,
ApplicationFieldDropdownOptions.OrderNum,ApplicationFieldDropdownOptions,ApplicationFieldDropdownOption__c,Application Field Dropdown Option,Application Field Dropdown Options,OrderNum,OrderNum__c,Order Num,Number,10,0,,,,,,,
ApplicationFieldDropdownOptions.Value,ApplicationFieldDropdownOptions,ApplicationFieldDropdownOption__c,Application Field Dropdown Option,Application Field Dropdown Options,Value,Value__c,Value,<unknown>,,,,,,,,,
ApplicationFieldFiles.ApplicationFieldFileId,ApplicationFieldFiles,ApplicationFieldFile__c,Application Field File,Application Field Files,ApplicationFieldFileId,ApplicationFieldFileId__c,Application Field File Id,Number,10,0,,,,,,,
ApplicationFieldFiles.ApplicationFieldId,ApplicationFieldFiles,ApplicationFieldFile__c,Application Field File,Application Field Files,ApplicationFieldId,ApplicationFieldId__c,Application Field Id,Number,10,0,,,,,,,
ApplicationFieldFiles.ChangeDate,ApplicationFieldFiles,ApplicationFieldFile__c,Application Field File,Application Field Files,ChangeDate,ChangeDate__c,Change Date,DateTime,,,,,,,,,
ApplicationFieldFiles.ChangeUserId,ApplicationFieldFiles,ApplicationFieldFile__c,Application Field File,Application Field Files,ChangeUserId,ChangeUserId__c,Change User Id,Number,10,0,,,,,,,
ApplicationFieldFiles.CreateDate,ApplicationFieldFiles,ApplicationFieldFile__c,Application Field File,Application Field Files,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
ApplicationFieldFiles.CreateUserId,ApplicationFieldFiles,ApplicationFieldFile__c,Application Field File,Application Field Files,CreateUserId,CreateUserId__c,Create User Id,Number,10,0,,,,,,,
ApplicationFieldFiles.IntakeFormFileId,ApplicationFieldFiles,ApplicationFieldFile__c,Application Field File,Application Field Files,IntakeFormFileId,IntakeFormFileId__c,Intake Form File Id,Number,10,0,,,,,,,
ApplicationFieldFiles.OrderNum,ApplicationFieldFiles,ApplicationFieldFile__c,Application Field File,Application Field Files,OrderNum,OrderNum__c,Order Num,Number,10,0,,,,,,,
ApplicationFieldMappedAssessmentGroups.ApplicationFieldMappedAssessmentGroupId,ApplicationFieldMappedAssessmentGroups,ApplicationFieldMappedAssessmentGroup__c,Application Field Mapped Assessment Group,Application Field Mapped Assessment Groups,ApplicationFieldMappedAssessmentGroupId,ApplicationFieldMappedAssessmentGroupId__c,Application Field Mapped Assessment Group Id,Number,10,0,,,,,,,
ApplicationFieldMappedAssessmentGroups.AssessmentGroupId,ApplicationFieldMappedAssessmentGroups,ApplicationFieldMappedAssessmentGroup__c,Application Field Mapped Assessment Group,Application Field Mapped Assessment Groups,AssessmentGroupId,AssessmentGroupId__c,Assessment Group Id,Number,10,0,,,,,,,
ApplicationFieldMappedAssessmentGroups.MaximumAllowed,ApplicationFieldMappedAssessmentGroups,ApplicationFieldMappedAssessmentGroup__c,Application Field Mapped Assessment Group,Application Field Mapped Assessment Groups,MaximumAllowed,MaximumAllowed__c,Maximum Allowed,Number,10,0,,,,,,,
ApplicationFieldMappedAssessmentGroups.MinimumRequired,ApplicationFieldMappedAssessmentGroups,ApplicationFieldMappedAssessmentGroup__c,Application Field Mapped Assessment Group,Application Field Mapped Assessment Groups,MinimumRequired,MinimumRequired__c,Minimum Required,Number,10,0,,,,,,,
ApplicationFields.AnswerType,ApplicationFields,ApplicationField__c,Application Field,Application Fields,AnswerType,AnswerType__c,Answer Type,Number,10,0,,,,,,,
ApplicationFields.ApplicationContactFieldSettingsId,ApplicationFields,ApplicationField__c,Application Field,Application Fields,ApplicationContactFieldSettingsId,ApplicationContactFieldSettingsId__c,Application Contact Field Settings Id,Number,10,0,,,,,,,
ApplicationFields.ApplicationFieldId,ApplicationFields,ApplicationField__c,Application Field,Application Fields,ApplicationFieldId,ApplicationFieldId__c,Application Field Id,Number,10,0,,,,,,,
ApplicationFields.ApplicationFieldMappedAssessmentGroupId,ApplicationFields,ApplicationField__c,Application Field,Application Fields,ApplicationFieldMappedAssessmentGroupId,ApplicationFieldMappedAssessmentGroupId__c,Application Field Mapped Assessment Group Id,Number,10,0,,,,,,,
ApplicationFields.ApplicationFileId,ApplicationFields,ApplicationField__c,Application Field,Application Fields,ApplicationFileId,ApplicationFileId__c,Application File Id,Number,10,0,,,,,,,
ApplicationFields.ApplicationObjectiveFieldId,ApplicationFields,ApplicationField__c,Application Field,Application Fields,ApplicationObjectiveFieldId,ApplicationObjectiveFieldId__c,Application Objective Field Id,Number,10,0,,,,,,,
ApplicationFields.ApplicationPageId,ApplicationFields,ApplicationField__c,Application Field,Application Fields,ApplicationPageId,ApplicationPageId__c,Application Page Id,Number,10,0,,,,,,,
ApplicationFields.BudgetFieldsRequired,ApplicationFields,ApplicationField__c,Application Field,Application Fields,BudgetFieldsRequired,BudgetFieldsRequired__c,Budget Fields Required,<unknown>,,,,,,,,,
ApplicationFields.BudgetFieldsToCollect,ApplicationFields,ApplicationField__c,Application Field,Application Fields,BudgetFieldsToCollect,BudgetFieldsToCollect__c,Budget Fields To Collect,<unknown>,,,,,,,,,
ApplicationFields.BudgetMaxYearsAllowed,ApplicationFields,ApplicationField__c,Application Field,Application Fields,BudgetMaxYearsAllowed,BudgetMaxYearsAllowed__c,Budget Max Years Allowed,Number,10,0,,,,,,,
ApplicationFields.BudgetMinYearsRequired,ApplicationFields,ApplicationField__c,Application Field,Application Fields,BudgetMinYearsRequired,BudgetMinYearsRequired__c,Budget Min Years Required,Number,10,0,,,,,,,
ApplicationFields.ChangeDate,ApplicationFields,ApplicationField__c,Application Field,Application Fields,ChangeDate,ChangeDate__c,Change Date,DateTime,,,,,,,,,
ApplicationFields.ColumnWidth,ApplicationFields,ApplicationField__c,Application Field,Application Fields,ColumnWidth,ColumnWidth__c,Column Width,Number,10,0,,,,,,,
ApplicationFields.ConditionallyDisplayBasedOnEntityId,ApplicationFields,ApplicationField__c,Application Field,Application Fields,ConditionallyDisplayBasedOnEntityId,ConditionallyDisplayBasedOnEntityId__c,Conditionally Display Based On Entity Id,Number,10,0,,,,,,,
ApplicationFields.ConditionallyDisplayBasedOnEntityValues,ApplicationFields,ApplicationField__c,Application Field,Application Fields,ConditionallyDisplayBasedOnEntityValues,ConditionallyDisplayBasedOnEntityValues__c,Conditionally Display Based On Entity Values,Text,4000,,,,,,,,
ApplicationFields.ConditionallyDisplayFieldOption,ApplicationFields,ApplicationField__c,Application Field,Application Fields,ConditionallyDisplayFieldOption,ConditionallyDisplayFieldOption__c,Conditionally Display Field Option,Number,10,0,,,,,,,
ApplicationFields.CorrectAnswer,ApplicationFields,ApplicationField__c,Application Field,Application Fields,CorrectAnswer,CorrectAnswer__c,Correct Answer,Checkbox,,,,,,,,,
ApplicationFields.CreateDate,ApplicationFields,ApplicationField__c,Application Field,Application Fields,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
ApplicationFields.CustomFieldId,ApplicationFields,ApplicationField__c,Application Field,Application Fields,CustomFieldId,CustomFieldId__c,Custom Field Id,Number,10,0,,,,,,,
ApplicationFields.DefaultCountryId,ApplicationFields,ApplicationField__c,Application Field,Application Fields,DefaultCountryId,DefaultCountryId__c,Default Country Id,Number,10,0,,,,,,,
ApplicationFields.DefaultDocumentEntity,ApplicationFields,ApplicationField__c,Application Field,Application Fields,DefaultDocumentEntity,DefaultDocumentEntity__c,Default Document Entity,<unknown>,,,,,,,,,
ApplicationFields.DefaultDocumentTitle,ApplicationFields,ApplicationField__c,Application Field,Application Fields,DefaultDocumentTitle,DefaultDocumentTitle__c,Default Document Title,Text,512,,,,,,,,
ApplicationFields.DefaultDocumentType,ApplicationFields,ApplicationField__c,Application Field,Application Fields,DefaultDocumentType,DefaultDocumentType__c,Default Document Type,Text,512,,,,,,,,
ApplicationFields.DefaultValue,ApplicationFields,ApplicationField__c,Application Field,Application Fields,DefaultValue,DefaultValue__c,Default Value,<unknown>,,,,,,,,,
ApplicationFields.DisplayName,ApplicationFields,ApplicationField__c,Application Field,Application Fields,DisplayName,DisplayName__c,Display Name,Text,512,,,,,,,,
ApplicationFields.EndDate,ApplicationFields,ApplicationField__c,Application Field,Application Fields,EndDate,EndDate__c,End Date,DateTime,,,,,,,,,
ApplicationFields.FieldScheduleDate,ApplicationFields,ApplicationField__c,Application Field,Application Fields,FieldScheduleDate,FieldScheduleDate__c,Field Schedule Date,DateTime,,,,,,,,,
ApplicationFields.FieldScheduleOption,ApplicationFields,ApplicationField__c,Application Field,Application Fields,FieldScheduleOption,FieldScheduleOption__c,Field Schedule Option,Number,10,0,,,,,,,
ApplicationFields.FieldType,ApplicationFields,ApplicationField__c,Application Field,Application Fields,FieldType,FieldType__c,Field Type,Number,10,0,,,,,,,
ApplicationFields.HelpText,ApplicationFields,ApplicationField__c,Application Field,Application Fields,HelpText,HelpText__c,Help Text,Text,255,,,,,,,,
ApplicationFields.Inactive,ApplicationFields,ApplicationField__c,Application Field,Application Fields,Inactive,Inactive__c,Inactive,Checkbox,,,,,,,,,
ApplicationFields.IncludeAddress2,ApplicationFields,ApplicationField__c,Application Field,Application Fields,IncludeAddress2,IncludeAddress2__c,Include Address2,Checkbox,,,,,,,,,
ApplicationFields.MappedApplicationFieldType,ApplicationFields,ApplicationField__c,Application Field,Application Fields,MappedApplicationFieldType,MappedApplicationFieldType__c,Mapped Application Field Type,Number,10,0,,,,,,,
ApplicationFields.MappedAttribTypeId,ApplicationFields,ApplicationField__c,Application Field,Application Fields,MappedAttribTypeId,MappedAttribTypeId__c,Mapped Attrib Type Id,Number,10,0,,,,,,,
ApplicationFields.MappedFieldOption,ApplicationFields,ApplicationField__c,Application Field,Application Fields,MappedFieldOption,MappedFieldOption__c,Mapped Field Option,Number,10,0,,,,,,,
ApplicationFields.MapToField,ApplicationFields,ApplicationField__c,Application Field,Application Fields,MapToField,MapToField__c,Map To Field,<unknown>,,,,,,,,,
ApplicationFields.MaxAnswersAllowed,ApplicationFields,ApplicationField__c,Application Field,Application Fields,MaxAnswersAllowed,MaxAnswersAllowed__c,Max Answers Allowed,Number,10,0,,,,,,,
ApplicationFields.MinAnswersRequired,ApplicationFields,ApplicationField__c,Application Field,Application Fields,MinAnswersRequired,MinAnswersRequired__c,Min Answers Required,Number,10,0,,,,,,,
ApplicationFields.MultiAnswer,ApplicationFields,ApplicationField__c,Application Field,Application Fields,MultiAnswer,MultiAnswer__c,Multi Answer,Checkbox,,,,,,,,,
ApplicationFields.Name,ApplicationFields,ApplicationField__c,Application Field,Application Fields,Name,Name__c,Name,Text,512,,,,,,,,
ApplicationFields.OrderNum,ApplicationFields,ApplicationField__c,Application Field,Application Fields,OrderNum,OrderNum__c,Order Num,Number,10,0,,,,,,,
ApplicationFields.OriginalApplicationFieldId,ApplicationFields,ApplicationField__c,Application Field,Application Fields,OriginalApplicationFieldId,OriginalApplicationFieldId__c,Original Application Field Id,Number,10,0,,,,,,,
ApplicationFields.ReadOnly,ApplicationFields,ApplicationField__c,Application Field,Application Fields,ReadOnly,ReadOnly__c,Read Only,Checkbox,,,,,,,,,
ApplicationFields.Required,ApplicationFields,ApplicationField__c,Application Field,Application Fields,Required,Required__c,Required,Checkbox,,,,,,,,,
ApplicationFields.RequiredBankAccount,ApplicationFields,ApplicationField__c,Application Field,Application Fields,RequiredBankAccount,RequiredBankAccount__c,Required Bank Account,Number,10,0,,,,,,,
ApplicationFields.Scheduled,ApplicationFields,ApplicationField__c,Application Field,Application Fields,Scheduled,Scheduled__c,Scheduled,Checkbox,,,,,,,,,
ApplicationFields.StartDate,ApplicationFields,ApplicationField__c,Application Field,Application Fields,StartDate,StartDate__c,Start Date,DateTime,,,,,,,,,
ApplicationFieldValues.Active,ApplicationFieldValues,ApplicationFieldValue__c,Application Field Value,Application Field Values,Active,Active__c,Active,Checkbox,,,,,,,,,
ApplicationFieldValues.ApplicationFieldId,ApplicationFieldValues,ApplicationFieldValue__c,Application Field Value,Application Field Values,ApplicationFieldId,ApplicationFieldId__c,Application Field Id,Number,10,0,,,,,,,
ApplicationFieldValues.OrderNum,ApplicationFieldValues,ApplicationFieldValue__c,Application Field Value,Application Field Values,OrderNum,OrderNum__c,Order Num,Number,10,0,,,,,,,
ApplicationFieldValues.Value,ApplicationFieldValues,ApplicationFieldValue__c,Application Field Value,Application Field Values,Value,Value__c,Value,Text,100,,,,,,,,
ApplicationFiles.ApplicationFieldId,ApplicationFiles,ApplicationFile__c,Application File,Application Files,ApplicationFieldId,ApplicationFieldId__c,Application Field Id,Number,10,0,,,,,,,
ApplicationFiles.ApplicationFileId,ApplicationFiles,ApplicationFile__c,Application File,Application Files,ApplicationFileId,ApplicationFileId__c,Application File Id,Number,10,0,,,,,,,
ApplicationFiles.BlobName,ApplicationFiles,ApplicationFile__c,Application File,Application Files,BlobName,BlobName__c,Blob Name,Text,256,,,,,,,,
ApplicationFiles.DisplayName,ApplicationFiles,ApplicationFile__c,Application File,Application Files,DisplayName,DisplayName__c,Display Name,Text,256,,,,,,,,
ApplicationFiles.FileData,ApplicationFiles,ApplicationFile__c,Application File,Application Files,FileData,FileData__c,File Data,Text,255,,,,,,,,
ApplicationFiles.FileUrl,ApplicationFiles,ApplicationFile__c,Application File,Application Files,FileUrl,FileUrl__c,File Url,Text,256,,,,,,,,
ApplicationFiles.HelpText,ApplicationFiles,ApplicationFile__c,Application File,Application Files,HelpText,HelpText__c,Help Text,Text,255,,,,,,,,
ApplicationFiles.Name,ApplicationFiles,ApplicationFile__c,Application File,Application Files,Name,Name__c,Name,Text,256,,,,,,,,
ApplicationFiles.OrderNum,ApplicationFiles,ApplicationFile__c,Application File,Application Files,OrderNum,OrderNum__c,Order Num,Number,10,0,,,,,,,
ApplicationFollowers.ApplicationId,ApplicationFollowers,ApplicationFollower__c,Application Follower,Application Followers,ApplicationId,ApplicationId__c,Application Id,Number,10,0,,,,,,,
ApplicationFollowers.UserId,ApplicationFollowers,ApplicationFollower__c,Application Follower,Application Followers,UserId,UserId__c,User Id,Number,10,0,,,,,,,
ApplicationObjectiveFields.ActivitiesHelpText,ApplicationObjectiveFields,ApplicationObjectiveField__c,Application Objective Field,Application Objective Fields,ActivitiesHelpText,ActivitiesHelpText__c,Activities Help Text,Text,255,,,,,,,,
ApplicationObjectiveFields.ActivitiesLabel,ApplicationObjectiveFields,ApplicationObjectiveField__c,Application Objective Field,Application Objective Fields,ActivitiesLabel,ActivitiesLabel__c,Activities Label,Text,50,,,,,,,,
ApplicationObjectiveFields.ApplicationObjectiveFieldId,ApplicationObjectiveFields,ApplicationObjectiveField__c,Application Objective Field,Application Objective Fields,ApplicationObjectiveFieldId,ApplicationObjectiveFieldId__c,Application Objective Field Id,Number,10,0,,,,,,,
ApplicationObjectiveFields.MaxActivities,ApplicationObjectiveFields,ApplicationObjectiveField__c,Application Objective Field,Application Objective Fields,MaxActivities,MaxActivities__c,Max Activities,Number,10,0,,,,,,,
ApplicationObjectiveFields.MaxObjectives,ApplicationObjectiveFields,ApplicationObjectiveField__c,Application Objective Field,Application Objective Fields,MaxObjectives,MaxObjectives__c,Max Objectives,Number,10,0,,,,,,,
ApplicationObjectiveFields.MaxOutcomes,ApplicationObjectiveFields,ApplicationObjectiveField__c,Application Objective Field,Application Objective Fields,MaxOutcomes,MaxOutcomes__c,Max Outcomes,Number,10,0,,,,,,,
ApplicationObjectiveFields.MaxOutputs,ApplicationObjectiveFields,ApplicationObjectiveField__c,Application Objective Field,Application Objective Fields,MaxOutputs,MaxOutputs__c,Max Outputs,Number,10,0,,,,,,,
ApplicationObjectiveFields.MinActivities,ApplicationObjectiveFields,ApplicationObjectiveField__c,Application Objective Field,Application Objective Fields,MinActivities,MinActivities__c,Min Activities,Number,10,0,,,,,,,
ApplicationObjectiveFields.MinOutcomes,ApplicationObjectiveFields,ApplicationObjectiveField__c,Application Objective Field,Application Objective Fields,MinOutcomes,MinOutcomes__c,Min Outcomes,Number,10,0,,,,,,,
ApplicationObjectiveFields.MinOutputs,ApplicationObjectiveFields,ApplicationObjectiveField__c,Application Objective Field,Application Objective Fields,MinOutputs,MinOutputs__c,Min Outputs,Number,10,0,,,,,,,
ApplicationObjectiveFields.OutcomesHelpText,ApplicationObjectiveFields,ApplicationObjectiveField__c,Application Objective Field,Application Objective Fields,OutcomesHelpText,OutcomesHelpText__c,Outcomes Help Text,Text,255,,,,,,,,
ApplicationObjectiveFields.OutcomesLabel,ApplicationObjectiveFields,ApplicationObjectiveField__c,Application Objective Field,Application Objective Fields,OutcomesLabel,OutcomesLabel__c,Outcomes Label,Text,50,,,,,,,,
